blind_id,axis,obligation_id,requirement_mode,evaluator_status,evaluator_rationale,failure_family_if_blocking,ia_codes_if_fail
C01,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C01,P_PREDICTIVE,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C01,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C01,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C01,P_PREDICTIVE,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C01,P_PREDICTIVE,PO09,C,NOT_APPLICABLE,Invariant/conservation compatibility is not activated by this bounded axis claim.,,
C01,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C01,P_PREDICTIVE,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C01,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C01,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C01,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C01,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C01,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C01,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C01,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C01,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C01,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C01,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C01,V_VALIDATED,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C01,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C01,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C01,V_VALIDATED,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C01,V_VALIDATED,PO09,C,NOT_APPLICABLE,Invariant/conservation compatibility is not activated by this bounded axis claim.,,
C01,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C01,V_VALIDATED,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C01,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C01,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C01,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C01,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C01,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C01,V_VALIDATED,PO17,M,UNKNOWN,Frozen packet does not supply sufficient evidence for validation of transferred prediction.,,
C02,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C02,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C02,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C02,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C02,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C02,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C02,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C02,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C02,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C02,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C02,F_FORMAL,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C02,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C02,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C02,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C02,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C02,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C02,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C02,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C02,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C02,M_MECHANISTIC,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C02,M_MECHANISTIC,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C02,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C02,M_MECHANISTIC,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C02,M_MECHANISTIC,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C02,M_MECHANISTIC,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C02,M_MECHANISTIC,PO08,M,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C02,M_MECHANISTIC,PO09,M,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C02,M_MECHANISTIC,PO10,M,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C02,M_MECHANISTIC,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C02,M_MECHANISTIC,PO12,C,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C02,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C02,P_PREDICTIVE,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C02,P_PREDICTIVE,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C02,P_PREDICTIVE,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C02,P_PREDICTIVE,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C02,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C02,P_PREDICTIVE,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C02,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C02,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C02,P_PREDICTIVE,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C02,P_PREDICTIVE,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C02,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C02,P_PREDICTIVE,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C02,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C02,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C02,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C02,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C02,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C02,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C02,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C02,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C02,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C02,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C02,V_VALIDATED,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C02,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C02,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C02,V_VALIDATED,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C02,V_VALIDATED,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C02,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C02,V_VALIDATED,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C02,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C02,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C02,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C02,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C02,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C02,V_VALIDATED,PO17,M,PASS,Frozen packet supplies affirmative evidence for validation of transferred prediction.,,
C03,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C03,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C03,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C03,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C03,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C03,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C03,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C03,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C03,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C03,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C03,F_FORMAL,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C03,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C03,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C03,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C03,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C03,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C03,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C03,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C03,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C03,M_MECHANISTIC,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C03,M_MECHANISTIC,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C03,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C03,M_MECHANISTIC,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C03,M_MECHANISTIC,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C03,M_MECHANISTIC,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C03,M_MECHANISTIC,PO08,M,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C03,M_MECHANISTIC,PO09,M,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C03,M_MECHANISTIC,PO10,M,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C03,M_MECHANISTIC,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C03,M_MECHANISTIC,PO12,C,NOT_APPLICABLE,Uncertainty/sensitivity is not activated by this bounded axis claim.,,
C03,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C03,P_PREDICTIVE,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C03,P_PREDICTIVE,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C03,P_PREDICTIVE,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C03,P_PREDICTIVE,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C03,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C03,P_PREDICTIVE,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C03,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C03,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C03,P_PREDICTIVE,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C03,P_PREDICTIVE,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C03,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C03,P_PREDICTIVE,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C03,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C03,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C03,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C03,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C03,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C03,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C03,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C03,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C03,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C03,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C03,V_VALIDATED,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C03,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C03,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C03,V_VALIDATED,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C03,V_VALIDATED,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C03,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C03,V_VALIDATED,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C03,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C03,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C03,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C03,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C03,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C03,V_VALIDATED,PO17,M,PASS,Frozen packet supplies affirmative evidence for validation of transferred prediction.,,
C04,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C04,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C04,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C04,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C04,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C04,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C04,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C04,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C04,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C04,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C04,F_FORMAL,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C04,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C04,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C04,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C04,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C04,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C04,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C04,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C04,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C04,M_MECHANISTIC,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C04,M_MECHANISTIC,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C04,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C04,M_MECHANISTIC,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C04,M_MECHANISTIC,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C04,M_MECHANISTIC,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C04,M_MECHANISTIC,PO08,M,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C04,M_MECHANISTIC,PO09,M,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C04,M_MECHANISTIC,PO10,M,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C04,M_MECHANISTIC,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C04,M_MECHANISTIC,PO12,C,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C04,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C04,P_PREDICTIVE,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C04,P_PREDICTIVE,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C04,P_PREDICTIVE,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C04,P_PREDICTIVE,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C04,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C04,P_PREDICTIVE,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C04,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C04,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C04,P_PREDICTIVE,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C04,P_PREDICTIVE,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C04,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C04,P_PREDICTIVE,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C04,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C04,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C04,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C04,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C04,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C04,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C04,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C04,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C04,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C04,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C04,V_VALIDATED,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C04,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C04,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C04,V_VALIDATED,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C04,V_VALIDATED,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C04,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C04,V_VALIDATED,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C04,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C04,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C04,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C04,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
