blind_id,axis,obligation_id,requirement_mode,evaluator_status,evaluator_rationale,failure_family_if_blocking,ia_codes_if_fail
C02,V_VALIDATED,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C02,V_VALIDATED,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C02,V_VALIDATED,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C02,V_VALIDATED,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C02,V_VALIDATED,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C02,V_VALIDATED,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C02,V_VALIDATED,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C02,V_VALIDATED,PO08,C,PASS,Packet mechanism_evidence supplies qualifying evidence for PO08 on this axis.,,
C02,V_VALIDATED,PO09,C,NOT_APPLICABLE,"NOT_APPLICABLE: no material invariant, normalization, or conservation law is used.",,
C02,V_VALIDATED,PO10,C,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C02,V_VALIDATED,PO11,M,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C02,V_VALIDATED,PO12,M,PASS,Packet uncertainty_evidence supplies qualifying evidence for PO12 on this axis.,,
C02,V_VALIDATED,PO13,M,PASS,Packet prediction_evidence supplies qualifying evidence for PO13 on this axis.,,
C02,V_VALIDATED,PO14,M,PASS,Packet falsification_evidence supplies qualifying evidence for PO14 on this axis.,,
C02,V_VALIDATED,PO15,C,NOT_APPLICABLE,NOT_APPLICABLE: no novelty claim is frozen.,,
C02,V_VALIDATED,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C02,V_VALIDATED,PO17,M,PASS,Packet validation_evidence supplies qualifying evidence for PO17 on this axis.,,
C03,S_STRUCTURAL,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C03,S_STRUCTURAL,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C03,S_STRUCTURAL,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C03,S_STRUCTURAL,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C03,S_STRUCTURAL,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C03,F_FORMAL,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C03,F_FORMAL,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C03,F_FORMAL,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C03,F_FORMAL,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C03,F_FORMAL,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C03,F_FORMAL,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C03,F_FORMAL,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C03,F_FORMAL,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C03,F_FORMAL,PO09,C,NOT_APPLICABLE,"NOT_APPLICABLE: no material invariant, normalization, or conservation law is used.",,
C03,F_FORMAL,PO10,C,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C03,F_FORMAL,PO11,C,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C03,F_FORMAL,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C03,M_MECHANISTIC,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C03,M_MECHANISTIC,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C03,M_MECHANISTIC,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C03,M_MECHANISTIC,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C03,M_MECHANISTIC,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C03,M_MECHANISTIC,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C03,M_MECHANISTIC,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C03,M_MECHANISTIC,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C03,M_MECHANISTIC,PO08,M,PASS,Packet mechanism_evidence supplies qualifying evidence for PO08 on this axis.,,
C03,M_MECHANISTIC,PO09,M,PASS,Packet formal_evidence/assumptions_and_regime supplies qualifying evidence for PO09 on this axis.,,
C03,M_MECHANISTIC,PO10,M,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C03,M_MECHANISTIC,PO11,M,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C03,M_MECHANISTIC,PO12,C,PASS,Packet uncertainty_evidence supplies qualifying evidence for PO12 on this axis.,,
C03,M_MECHANISTIC,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C03,P_PREDICTIVE,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C03,P_PREDICTIVE,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C03,P_PREDICTIVE,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C03,P_PREDICTIVE,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C03,P_PREDICTIVE,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C03,P_PREDICTIVE,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C03,P_PREDICTIVE,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C03,P_PREDICTIVE,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C03,P_PREDICTIVE,PO08,C,PASS,Packet mechanism_evidence supplies qualifying evidence for PO08 on this axis.,,
C03,P_PREDICTIVE,PO09,C,NOT_APPLICABLE,"NOT_APPLICABLE: no material invariant, normalization, or conservation law is used.",,
C03,P_PREDICTIVE,PO10,C,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C03,P_PREDICTIVE,PO11,M,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C03,P_PREDICTIVE,PO12,M,PASS,Packet uncertainty_evidence supplies qualifying evidence for PO12 on this axis.,,
C03,P_PREDICTIVE,PO13,M,PASS,Packet prediction_evidence supplies qualifying evidence for PO13 on this axis.,,
C03,P_PREDICTIVE,PO14,M,PASS,Packet falsification_evidence supplies qualifying evidence for PO14 on this axis.,,
C03,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,NOT_APPLICABLE: no novelty claim is frozen.,,
C03,P_PREDICTIVE,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C03,V_VALIDATED,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C03,V_VALIDATED,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C03,V_VALIDATED,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C03,V_VALIDATED,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C03,V_VALIDATED,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C03,V_VALIDATED,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C03,V_VALIDATED,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C03,V_VALIDATED,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C03,V_VALIDATED,PO08,C,PASS,Packet mechanism_evidence supplies qualifying evidence for PO08 on this axis.,,
C03,V_VALIDATED,PO09,C,NOT_APPLICABLE,"NOT_APPLICABLE: no material invariant, normalization, or conservation law is used.",,
C03,V_VALIDATED,PO10,C,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C03,V_VALIDATED,PO11,M,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C03,V_VALIDATED,PO12,M,PASS,Packet uncertainty_evidence supplies qualifying evidence for PO12 on this axis.,,
C03,V_VALIDATED,PO13,M,PASS,Packet prediction_evidence supplies qualifying evidence for PO13 on this axis.,,
C03,V_VALIDATED,PO14,M,PASS,Packet falsification_evidence supplies qualifying evidence for PO14 on this axis.,,
C03,V_VALIDATED,PO15,C,NOT_APPLICABLE,NOT_APPLICABLE: no novelty claim is frozen.,,
C03,V_VALIDATED,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C03,V_VALIDATED,PO17,M,PASS,Packet validation_evidence supplies qualifying evidence for PO17 on this axis.,,
C04,S_STRUCTURAL,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C04,S_STRUCTURAL,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C04,S_STRUCTURAL,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C04,S_STRUCTURAL,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C04,S_STRUCTURAL,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C04,F_FORMAL,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C04,F_FORMAL,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C04,F_FORMAL,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C04,F_FORMAL,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C04,F_FORMAL,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C04,F_FORMAL,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C04,F_FORMAL,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C04,F_FORMAL,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C04,F_FORMAL,PO09,C,PASS,Packet formal_evidence/assumptions_and_regime supplies qualifying evidence for PO09 on this axis.,,
C04,F_FORMAL,PO10,C,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C04,F_FORMAL,PO11,C,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C04,F_FORMAL,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C04,M_MECHANISTIC,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C04,M_MECHANISTIC,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C04,M_MECHANISTIC,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C04,M_MECHANISTIC,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C04,M_MECHANISTIC,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C04,M_MECHANISTIC,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C04,M_MECHANISTIC,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C04,M_MECHANISTIC,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
C04,M_MECHANISTIC,PO08,M,PASS,Packet mechanism_evidence supplies qualifying evidence for PO08 on this axis.,,
C04,M_MECHANISTIC,PO09,M,PASS,Packet formal_evidence/assumptions_and_regime supplies qualifying evidence for PO09 on this axis.,,
C04,M_MECHANISTIC,PO10,M,PASS,Packet parameter_calibration supplies qualifying evidence for PO10 on this axis.,,
C04,M_MECHANISTIC,PO11,M,PASS,Packet empirical_bounds supplies qualifying evidence for PO11 on this axis.,,
C04,M_MECHANISTIC,PO12,C,PASS,Packet uncertainty_evidence supplies qualifying evidence for PO12 on this axis.,,
C04,M_MECHANISTIC,PO16,M,PASS,Packet provenance_evidence supplies qualifying evidence for PO16 on this axis.,,
C04,P_PREDICTIVE,PO00,M,PASS,Packet grounding_evidence/provenance_evidence supplies qualifying evidence for PO00 on this axis.,,
C04,P_PREDICTIVE,PO01,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO01 on this axis.,,
C04,P_PREDICTIVE,PO02,M,PASS,Packet mapping_evidence supplies qualifying evidence for PO02 on this axis.,,
C04,P_PREDICTIVE,PO03,M,PASS,Packet mapping_evidence/formal_evidence supplies qualifying evidence for PO03 on this axis.,,
C04,P_PREDICTIVE,PO04,M,PASS,Packet formal_evidence supplies qualifying evidence for PO04 on this axis.,,
C04,P_PREDICTIVE,PO05,C,PASS,Packet formal_evidence/parameter_calibration supplies qualifying evidence for PO05 on this axis.,,
C04,P_PREDICTIVE,PO06,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO06 on this axis.,,
C04,P_PREDICTIVE,PO07,M,PASS,Packet assumptions_and_regime supplies qualifying evidence for PO07 on this axis.,,
